triplet_id,TGT_item,OTH_item,X_item,speaker_TGT,speaker_OTH,speaker_X,language_TGT,language_OTH,language_X,TGT_first,dataset
triplet_FR1794,1s_french/16722_sliced_2345.wav,1s_french/10115_sliced_1530.wav,1s_french/6138_sliced_1271.wav,F01_O,F01_O,F03_O,FR,FR,FR,False,zerospeech
triplet_FR2918,1s_french/17534_sliced_1676.wav,1s_french/8522_sliced_2146.wav,1s_french/10148_sliced_1677.wav,F02_N,F02_N,M10_N,FR,FR,FR,False,zerospeech
TU_TRIP6628_0,TU2.wav,TU5.wav,TU165.wav,TU-participant2,TU-participant2,TU-participant3,TU,TU,TU,False,WorldVowels
triplet_FR1007,1s_french/16626_sliced_610.wav,1s_french/9037_sliced_1874.wav,1s_french/20581_sliced_612.wav,F01_O,F01_O,M10_N,FR,FR,FR,True,zerospeech
triplet_FR1676,1s_french/117_sliced_1379.wav,1s_french/8804_sliced_1459.wav,1s_french/13547_sliced_1380.wav,F10_O,F10_O,F02_N,FR,FR,FR,False,zerospeech
triplet_FR2105,1s_french/3576_sliced_637.wav,1s_french/11162_sliced_475.wav,1s_french/13617_sliced_505.wav,M10_O,M10_O,M07_N,FR,FR,FR,True,zerospeech
triplet_EN282,1s_english/24113_sliced_1892.wav,1s_english/25135_sliced_1871.wav,1s_english/22546_sliced_1893.wav,8824,8824,6509,EN,EN,EN,False,zerospeech
triplet_FR2493,1s_french/573_sliced_9005.wav,1s_french/4611_sliced_7016.wav,1s_french/1114_sliced_9006.wav,F02_O,F02_O,M01_O,FR,FR,FR,True,zerospeech
BR_TRIP58934_0,BR691.wav,BR796.wav,BR1029.wav,BR-participant1,BR-participant1,BR-participant5,BR,BR,BR,False,WorldVowels
triplet_FR828,1s_french/8595_sliced_793.wav,1s_french/16412_sliced_915.wav,1s_french/16461_sliced_57.wav,M02_O,M02_O,M10_N,FR,FR,FR,False,zerospeech
triplet_FR2659,1s_french/10417_sliced_2921.wav,1s_french/3713_sliced_2935.wav,1s_french/4737_sliced_7151.wav,M10_O,M10_O,F10_O,FR,FR,FR,True,zerospeech
FR_TRIP19161_1,FR2094.wav,FR2299.wav,FR3824.wav,FR-participant3,FR-participant3,FR-participant5,FR,FR,FR,True,WorldVowels
triplet_FR850,1s_french/4792_sliced_924.wav,1s_french/15452_sliced_889.wav,1s_french/3182_sliced_806.wav,F02_O,F02_O,M08_N,FR,FR,FR,False,zerospeech
triplet_FR2377,1s_french/18216_sliced_420.wav,1s_french/10831_sliced_1045.wav,1s_french/16912_sliced_421.wav,F01_O,F01_O,F03_O,FR,FR,FR,True,zerospeech
GL_TRIP703_0,GLO6.wav,GLO108.wav,GLO34.wav,S05M,S05M,S07F,GL,GL,GL,False,WorldVowels
BR_TRIP15431_1,BR588.wav,BR456.wav,BR852.wav,BR-participant3,BR-participant3,BR-participant1,BR,BR,BR,True,WorldVowels
triplet_EN686,1s_english/20709_sliced_1952.wav,1s_english/10113_sliced_1951.wav,1s_english/7442_sliced_1954.wav,3851,3851,8193,EN,EN,EN,False,zerospeech
FR_TRIP55192_0,FR469.wav,FR479.wav,FR4487.wav,FR-participant6,FR-participant6,FR-participant8,FR,FR,FR,False,WorldVowels
triplet_FR1522,1s_french/1792_sliced_289.wav,1s_french/10176_sliced_295.wav,1s_french/19274_sliced_2169.wav,M08_N,M08_N,M01_O,FR,FR,FR,False,zerospeech
triplet_FR2491,1s_french/4611_sliced_7016.wav,1s_french/573_sliced_9005.wav,1s_french/17534_sliced_1676.wav,F02_O,F02_O,F02_N,FR,FR,FR,True,zerospeech
triplet_EN205,1s_english/3704_sliced_2271.wav,1s_english/18883_sliced_2272.wav,1s_english/10730_sliced_2110.wav,1571,1571,5189,EN,EN,EN,True,zerospeech
BR_TRIP57424_0,BR817.wav,BR733.wav,BR80.wav,BR-participant1,BR-participant1,BR-participant2,BR,BR,BR,False,WorldVowels
triplet_EN532,1s_english/12578_sliced_4858.wav,1s_english/25168_sliced_4856.wav,1s_english/17094_sliced_3231.wav,8824,8824,3851,EN,EN,EN,False,zerospeech
triplet_EN128,1s_english/8070_sliced_3046.wav,1s_english/22876_sliced_3045.wav,1s_english/13699_sliced_3270.wav,8193,8193,1571,EN,EN,EN,False,zerospeech
triplet_EN185,1s_english/12573_sliced_2238.wav,1s_english/4568_sliced_2675.wav,1s_english/7057_sliced_2240.wav,2294,2294,3347,EN,EN,EN,True,zerospeech
triplet_EN1989,1s_english/465_sliced_1080.wav,1s_english/20101_sliced_926.wav,1s_english/10423_sliced_786.wav,5802,5802,3347,EN,EN,EN,True,zerospeech
triplet_FR1510,1s_french/2196_sliced_404.wav,1s_french/1167_sliced_222.wav,1s_french/17306_sliced_106.wav,M04_O,M04_O,F02_N,FR,FR,FR,False,zerospeech
triplet_5_A,amelia_vowels_2.wav,amelia_vowels_17.wav,ewan_2.wav,amelia,amelia,ewan,EN,EN,EN,True,pilot-aug-2018
BR_TRIP21237_1,BR559.wav,BR619.wav,BR648.wav,BR-participant3,BR-participant3,BR-participant1,BR,BR,BR,True,WorldVowels
EN_TRIP22707_0,EN459.wav,EN651.wav,EN2674.wav,EN-participant2,EN-participant2,EN-participant8,EN,EN,EN,False,WorldVowels
triplet_EN969,1s_english/6339_sliced_2659.wav,1s_english/13186_sliced_712.wav,1s_english/9824_sliced_788.wav,5189,5189,8193,EN,EN,EN,True,zerospeech
ES_TRIP24615_0,ES127.wav,ES101.wav,ES22.wav,ES-participant4,ES-participant4,ES-participant2,ES,ES,ES,False,WorldVowels
triplet_EN2201,1s_english/12158_sliced_2466.wav,1s_english/5249_sliced_2833.wav,1s_english/18221_sliced_2723.wav,8193,8193,3851,EN,EN,EN,True,zerospeech
triplet_EN1230,1s_english/16895_sliced_4274.wav,1s_english/4534_sliced_4271.wav,1s_english/15765_sliced_4273.wav,2294,2294,3851,EN,EN,EN,False,zerospeech
TU_TRIP10080_1,TU250.wav,TU200.wav,TU72.wav,TU-participant1,TU-participant1,TU-participant4,TU,TU,TU,True,WorldVowels
EN_TRIP16958_1,EN2616.wav,EN2802.wav,EN741.wav,EN-participant8,EN-participant8,EN-participant2,EN,EN,EN,True,WorldVowels
ES_TRIP32497_1,ES229.wav,ES264.wav,ES301.wav,ES-participant1,ES-participant1,ES-participant5,ES,ES,ES,True,WorldVowels
triplet_EN449,1s_english/17923_sliced_4211.wav,1s_english/10992_sliced_4210.wav,1s_english/14879_sliced_2580.wav,5802,5802,3347,EN,EN,EN,True,zerospeech
EN_TRIP28667_1,EN789.wav,EN1086.wav,EN2830.wav,EN-participant4,EN-participant4,EN-participant8,EN,EN,EN,True,WorldVowels
triplet_EN277,1s_english/17664_sliced_191.wav,1s_english/26283_sliced_1249.wav,1s_english/23796_sliced_192.wav,3347,3347,2294,EN,EN,EN,True,zerospeech
triplet_EN676,1s_english/20817_sliced_128.wav,1s_english/15521_sliced_1116.wav,1s_english/7442_sliced_130.wav,5802,5802,8193,EN,EN,EN,False,zerospeech
triplet_FR2454,1s_french/6846_sliced_1684.wav,1s_french/19117_sliced_296.wav,1s_french/5433_sliced_324.wav,F02_N,F02_N,M10_N,FR,FR,FR,False,zerospeech
ES_TRIP13459_1,ES319.wav,ES316.wav,ES175.wav,ES-participant5,ES-participant5,ES-participant3,ES,ES,ES,True,WorldVowels
triplet_EN1397,1s_english/20300_sliced_4230.wav,1s_english/8150_sliced_3012.wav,1s_english/1162_sliced_4818.wav,8824,8824,1571,EN,EN,EN,True,zerospeech
triplet_EN780,1s_english/3337_sliced_1090.wav,1s_english/22226_sliced_1087.wav,1s_english/3926_sliced_1091.wav,5189,5189,4926,EN,EN,EN,False,zerospeech
triplet_FR298,1s_french/10114_sliced_464.wav,1s_french/12644_sliced_401.wav,1s_french/17273_sliced_465.wav,F01_O,F01_O,M02_O,FR,FR,FR,False,zerospeech
triplet_FR2089,1s_french/3117_sliced_773.wav,1s_french/13579_sliced_580.wav,1s_french/3650_sliced_1820.wav,F01_O,F01_O,M10_N,FR,FR,FR,True,zerospeech
ES_TRIP31961_0,ES263.wav,ES228.wav,ES311.wav,ES-participant1,ES-participant1,ES-participant5,ES,ES,ES,False,WorldVowels
triplet_FR527,1s_french/10576_sliced_730.wav,1s_french/15817_sliced_89.wav,1s_french/3612_sliced_37.wav,F03_O,F03_O,M10_N,FR,FR,FR,True,zerospeech
BR_TRIP20631_0,BR465.wav,BR610.wav,BR720.wav,BR-participant3,BR-participant3,BR-participant1,BR,BR,BR,False,WorldVowels
FR_TRIP66474_0,FR1668.wav,FR1626.wav,FR3185.wav,FR-participant4,FR-participant4,FR-participant7,FR,FR,FR,False,WorldVowels
triplet_EN440,1s_english/16455_sliced_1904.wav,1s_english/19566_sliced_1897.wav,1s_english/5269_sliced_1912.wav,6509,6509,5802,EN,EN,EN,False,zerospeech
triplet_FR1835,1s_french/10107_sliced_152.wav,1s_french/17075_sliced_1576.wav,1s_french/16113_sliced_573.wav,F01_O,F01_O,M04_O,FR,FR,FR,True,zerospeech
EN_TRIP37288_0,EN1741.wav,EN1763.wav,EN2386.wav,EN-participant1,EN-participant1,EN-participant5,EN,EN,EN,False,WorldVowels
GR_TRIP17951_1,GR511.wav,GR474.wav,GR355.wav,GR-participant3,GR-participant3,GR-participant4,GR,GR,GR,True,WorldVowels
BR_TRIP32180_0,BR946.wav,BR952.wav,BR787.wav,BR-participant5,BR-participant5,BR-participant1,BR,BR,BR,False,WorldVowels
FR_TRIP82314_1,FR3824.wav,FR3457.wav,FR777.wav,FR-participant5,FR-participant5,FR-participant2,FR,FR,FR,True,WorldVowels
BR_TRIP33994_0,BR355.wav,BR257.wav,BR117.wav,BR-participant4,BR-participant4,BR-participant2,BR,BR,BR,False,WorldVowels
triplet_EN1218,1s_english/11571_sliced_3901.wav,1s_english/20371_sliced_2107.wav,1s_english/19794_sliced_3905.wav,3347,3347,6509,EN,EN,EN,False,zerospeech
triplet_FR2366,1s_french/12803_sliced_947.wav,1s_french/12834_sliced_898.wav,1s_french/8286_sliced_301.wav,F02_O,F02_O,F06_O,FR,FR,FR,False,zerospeech
GR_TRIP58261_1,GR263.wav,GR361.wav,GR424.wav,GR-participant4,GR-participant4,GR-participant3,GR,GR,GR,True,WorldVowels
triplet_EN238,1s_english/8745_sliced_3556.wav,1s_english/11934_sliced_2108.wav,1s_english/19671_sliced_3555.wav,8193,8193,8824,EN,EN,EN,False,zerospeech
BR_TRIP47289_1,BR332.wav,BR416.wav,BR23.wav,BR-participant4,BR-participant4,BR-participant2,BR,BR,BR,True,WorldVowels
FR_TRIP65057_1,FR1520.wav,FR1480.wav,FR4271.wav,FR-participant4,FR-participant4,FR-participant8,FR,FR,FR,True,WorldVowels
FR_TRIP36192_1,FR4405.wav,FR4332.wav,FR2450.wav,FR-participant8,FR-participant8,FR-participant1,FR,FR,FR,True,WorldVowels
triplet_EN1236,1s_english/3653_sliced_254.wav,1s_english/1731_sliced_301.wav,1s_english/10757_sliced_256.wav,5802,5802,5189,EN,EN,EN,False,zerospeech
GL_TRIP863_0,GLO58.wav,GLO63.wav,GLO53.wav,S05M,S05M,S07F,GL,GL,GL,False,WorldVowels
triplet_EN85,1s_english/23796_sliced_192.wav,1s_english/12855_sliced_1961.wav,1s_english/17664_sliced_191.wav,2294,2294,3347,EN,EN,EN,True,zerospeech
triplet_FR2363,1s_french/14484_sliced_948.wav,1s_french/12945_sliced_949.wav,1s_french/19835_sliced_58.wav,F06_O,F06_O,F02_N,FR,FR,FR,True,zerospeech
triplet_EN1449,1s_english/22093_sliced_4892.wav,1s_english/17029_sliced_4893.wav,1s_english/22478_sliced_1862.wav,1571,1571,3851,EN,EN,EN,True,zerospeech
triplet_FR803,1s_french/18757_sliced_899.wav,1s_french/20038_sliced_904.wav,1s_french/19962_sliced_901.wav,M08_N,M08_N,F02_N,FR,FR,FR,True,zerospeech
triplet_EN1279,1s_english/18407_sliced_3945.wav,1s_english/6745_sliced_872.wav,1s_english/8769_sliced_904.wav,3347,3347,8193,EN,EN,EN,True,zerospeech
triplet_EN1207,1s_english/3932_sliced_2184.wav,1s_english/10614_sliced_2161.wav,1s_english/1861_sliced_2183.wav,4926,4926,8824,EN,EN,EN,True,zerospeech
BR_TRIP63590_0,BR829.wav,BR780.wav,BR529.wav,BR-participant1,BR-participant1,BR-participant3,BR,BR,BR,False,WorldVowels
triplet_FR653,1s_french/2123_sliced_200.wav,1s_french/4145_sliced_45.wav,1s_french/17354_sliced_614.wav,M10_N,M10_N,F02_N,FR,FR,FR,True,zerospeech
triplet_FR427,1s_french/16396_sliced_478.wav,1s_french/16656_sliced_650.wav,1s_french/15718_sliced_476.wav,F06_N,F06_N,M10_O,FR,FR,FR,True,zerospeech
triplet_FR1013,1s_french/4318_sliced_1087.wav,1s_french/8931_sliced_689.wav,1s_french/17541_sliced_1033.wav,M08_N,M08_N,M10_N,FR,FR,FR,True,zerospeech
FR_TRIP12445_0,FR1847.wav,FR2004.wav,FR3981.wav,FR-participant3,FR-participant3,FR-participant5,FR,FR,FR,False,WorldVowels
triplet_FR1268,1s_french/15542_sliced_1219.wav,1s_french/7184_sliced_735.wav,1s_french/13806_sliced_118.wav,F05_N,F05_N,M01_O,FR,FR,FR,False,zerospeech
EN_TRIP27748_0,EN1147.wav,EN775.wav,EN47.wav,EN-participant4,EN-participant4,EN-participant6,EN,EN,EN,False,WorldVowels
triplet_EN921,1s_english/8551_sliced_1445.wav,1s_english/18389_sliced_963.wav,1s_english/10036_sliced_1446.wav,3851,3851,188,EN,EN,EN,True,zerospeech
EN_TRIP40722_0,EN1866.wav,EN1642.wav,EN2538.wav,EN-participant1,EN-participant1,EN-participant5,EN,EN,EN,False,WorldVowels
triplet_FR735,1s_french/5323_sliced_761.wav,1s_french/15017_sliced_701.wav,1s_french/19479_sliced_553.wav,M08_N,M08_N,M01_O,FR,FR,FR,True,zerospeech
triplet_FR2180,1s_french/5154_sliced_2143.wav,1s_french/7866_sliced_1412.wav,1s_french/7033_sliced_2144.wav,F01_O,F01_O,F06_N,FR,FR,FR,False,zerospeech
triplet_FR2967,1s_french/4793_sliced_1324.wav,1s_french/14767_sliced_10016.wav,1s_french/9627_sliced_285.wav,M07_N,M07_N,M04_O,FR,FR,FR,True,zerospeech
triplet_EN1655,1s_english/18648_sliced_4029.wav,1s_english/18853_sliced_4068.wav,1s_english/20853_sliced_4030.wav,188,188,8193,EN,EN,EN,True,zerospeech
triplet_FR2537,1s_french/14385_sliced_698.wav,1s_french/9162_sliced_335.wav,1s_french/11643_sliced_7098.wav,M01_O,M01_O,F10_O,FR,FR,FR,True,zerospeech
BR_TRIP48480_1,BR309.wav,BR373.wav,BR510.wav,BR-participant4,BR-participant4,BR-participant3,BR,BR,BR,True,WorldVowels
triplet_FR860,1s_french/5532_sliced_816.wav,1s_french/15452_sliced_889.wav,1s_french/8052_sliced_128.wav,F02_O,F02_O,M10_N,FR,FR,FR,False,zerospeech
triplet_EN2009,1s_english/8021_sliced_1598.wav,1s_english/20101_sliced_926.wav,1s_english/4754_sliced_2144.wav,5802,5802,5189,EN,EN,EN,True,zerospeech
triplet_FR1385,1s_french/6826_sliced_1284.wav,1s_french/2390_sliced_1283.wav,1s_french/4155_sliced_822.wav,M07_O,M07_O,M10_N,FR,FR,FR,True,zerospeech
FR_TRIP81935_1,FR3433.wav,FR3842.wav,FR3238.wav,FR-participant5,FR-participant5,FR-participant7,FR,FR,FR,True,WorldVowels
triplet_FR2685,1s_french/17157_sliced_2072.wav,1s_french/15260_sliced_2459.wav,1s_french/6792_sliced_2070.wav,M01_O,M01_O,F02_N,FR,FR,FR,True,zerospeech
triplet_EN687,1s_english/16346_sliced_1950.wav,1s_english/12178_sliced_276.wav,1s_english/2957_sliced_271.wav,8824,8824,6509,EN,EN,EN,True,zerospeech
triplet_FR724,1s_french/19117_sliced_296.wav,1s_french/9805_sliced_250.wav,1s_french/10176_sliced_295.wav,F02_N,F02_N,M08_N,FR,FR,FR,False,zerospeech
triplet_EN1130,1s_english/20124_sliced_1932.wav,1s_english/2072_sliced_1933.wav,1s_english/7139_sliced_171.wav,3851,3851,2294,EN,EN,EN,False,zerospeech
EN_TRIP28712_0,EN837.wav,EN856.wav,EN237.wav,EN-participant4,EN-participant4,EN-participant6,EN,EN,EN,False,WorldVowels
triplet_EN1755,1s_english/8894_sliced_4226.wav,1s_english/23480_sliced_1980.wav,1s_english/8178_sliced_4225.wav,5189,5189,3851,EN,EN,EN,True,zerospeech
triplet_EN985,1s_english/20059_sliced_862.wav,1s_english/20137_sliced_865.wav,1s_english/22817_sliced_861.wav,6509,6509,8193,EN,EN,EN,True,zerospeech
triplet_EN236,1s_english/26060_sliced_984.wav,1s_english/23257_sliced_2309.wav,1s_english/12836_sliced_975.wav,188,188,8824,EN,EN,EN,False,zerospeech
triplet_EN1595,1s_english/16710_sliced_3770.wav,1s_english/3103_sliced_3769.wav,1s_english/17475_sliced_3772.wav,511,511,188,EN,EN,EN,True,zerospeech
ES_TRIP12840_1,ES305.wav,ES307.wav,ES221.wav,ES-participant5,ES-participant5,ES-participant1,ES,ES,ES,True,WorldVowels
BR_TRIP31849_0,BR1020.wav,BR1047.wav,BR769.wav,BR-participant5,BR-participant5,BR-participant1,BR,BR,BR,False,WorldVowels
ES_TRIP17017_0,ES352.wav,ES329.wav,ES256.wav,ES-participant5,ES-participant5,ES-participant1,ES,ES,ES,False,WorldVowels
FR_TRIP76001_1,FR3486.wav,FR3553.wav,FR3111.wav,FR-participant5,FR-participant5,FR-participant7,FR,FR,FR,True,WorldVowels
TU_TRIP4197_0,TU192.wav,TU160.wav,TU203.wav,TU-participant3,TU-participant3,TU-participant1,TU,TU,TU,False,WorldVowels
triplet_FR1071,1s_french/90_sliced_510.wav,1s_french/9083_sliced_910.wav,1s_french/5919_sliced_1131.wav,F01_O,F01_O,M07_N,FR,FR,FR,True,zerospeech
TU_TRIP3503_1,TU191.wav,TU172.wav,TU246.wav,TU-participant3,TU-participant3,TU-participant1,TU,TU,TU,True,WorldVowels
FR_TRIP71520_0,FR2572.wav,FR2668.wav,FR991.wav,FR-participant1,FR-participant1,FR-participant2,FR,FR,FR,False,WorldVowels
BR_TRIP57499_0,BR847.wav,BR708.wav,BR151.wav,BR-participant1,BR-participant1,BR-participant2,BR,BR,BR,False,WorldVowels
triplet_EN364,1s_english/20059_sliced_862.wav,1s_english/12260_sliced_870.wav,1s_english/22817_sliced_861.wav,6509,6509,8193,EN,EN,EN,False,zerospeech
triplet_EN586,1s_english/21235_sliced_5521.wav,1s_english/17433_sliced_5518.wav,1s_english/10113_sliced_4456.wav,6895,6895,3851,EN,EN,EN,False,zerospeech
triplet_FR2299,1s_french/3265_sliced_59.wav,1s_french/2156_sliced_25.wav,1s_french/19835_sliced_58.wav,F01_O,F01_O,F02_N,FR,FR,FR,True,zerospeech
triplet_FR516,1s_french/963_sliced_720.wav,1s_french/13683_sliced_721.wav,1s_french/18481_sliced_2336.wav,F06_O,F06_O,M01_O,FR,FR,FR,False,zerospeech
triplet_FR100,1s_french/6306_sliced_16.wav,1s_french/5230_sliced_211.wav,1s_french/17478_sliced_18.wav,F01_O,F01_O,F03_O,FR,FR,FR,False,zerospeech
TU_TRIP7285_1,TU28.wav,TU45.wav,TU91.wav,TU-participant2,TU-participant2,TU-participant4,TU,TU,TU,True,WorldVowels
triplet_EN901,1s_english/3367_sliced_119.wav,1s_english/12018_sliced_273.wav,1s_english/1653_sliced_120.wav,6509,6509,8193,EN,EN,EN,True,zerospeech
triplet_FR1974,1s_french/20057_sliced_1098.wav,1s_french/5594_sliced_871.wav,1s_french/5321_sliced_1099.wav,M01_O,M01_O,F02_O,FR,FR,FR,False,zerospeech
triplet_EN1262,1s_english/3209_sliced_3975.wav,1s_english/19249_sliced_2615.wav,1s_english/11244_sliced_4266.wav,511,511,8824,EN,EN,EN,False,zerospeech
triplet_00000100654,TRAIN/DR2/MWSB0/SX186_sliced_116.wav,TRAIN/DR2/MWSB0/SA1_sliced_284.wav,TRAIN/DR7/MGAW0/SX265_sliced_452.wav,MWSB0,MWSB0,MGAW0,EN_DR2,EN_DR2,EN_DR7,True,pilot-july-2018
triplet_FR2116,1s_french/9356_sliced_672.wav,1s_french/7605_sliced_1897.wav,1s_french/7936_sliced_671.wav,F03_O,F03_O,F06_O,FR,FR,FR,False,zerospeech
triplet_EN1676,1s_english/24883_sliced_86.wav,1s_english/26154_sliced_72.wav,1s_english/10623_sliced_87.wav,2741,2741,8193,EN,EN,EN,False,zerospeech
FR_TRIP50777_1,FR181.wav,FR529.wav,FR2061.wav,FR-participant6,FR-participant6,FR-participant3,FR,FR,FR,True,WorldVowels
BR_TRIP32765_1,BR904.wav,BR918.wav,BR706.wav,BR-participant5,BR-participant5,BR-participant1,BR,BR,BR,True,WorldVowels
triplet_EN1578,1s_english/25341_sliced_1233.wav,1s_english/21642_sliced_1822.wav,1s_english/1111_sliced_2097.wav,5802,5802,4926,EN,EN,EN,False,zerospeech
BR_TRIP32068_0,BR1047.wav,BR961.wav,BR787.wav,BR-participant5,BR-participant5,BR-participant1,BR,BR,BR,False,WorldVowels
FR_TRIP26900_0,FR3364.wav,FR2897.wav,FR1599.wav,FR-participant7,FR-participant7,FR-participant4,FR,FR,FR,False,WorldVowels
triplet_FR554,1s_french/15449_sliced_744.wav,1s_french/8317_sliced_745.wav,1s_french/20328_sliced_734.wav,M07_N,M07_N,F02_N,FR,FR,FR,False,zerospeech
triplet_FR1307,1s_french/20722_sliced_1257.wav,1s_french/7184_sliced_735.wav,1s_french/20566_sliced_178.wav,F05_N,F05_N,F06_N,FR,FR,FR,True,zerospeech
FR_TRIP55329_1,FR542.wav,FR369.wav,FR3214.wav,FR-participant6,FR-participant6,FR-participant7,FR,FR,FR,True,WorldVowels
GR_TRIP63358_0,GR260.wav,GR294.wav,GR602.wav,GR-participant4,GR-participant4,GR-participant1,GR,GR,GR,False,WorldVowels
triplet_FR2499,1s_french/9023_sliced_7112.wav,1s_french/9128_sliced_631.wav,1s_french/13488_sliced_7113.wav,M10_N,M10_N,F02_N,FR,FR,FR,True,zerospeech
triplet_00000101594,TRAIN/DR7/MGAW0/SX265_sliced_127.wav,TRAIN/DR7/MGAW0/SX445_sliced_295.wav,TRAIN/DR4/FKLC0/SX265_sliced_463.wav,MGAW0,MGAW0,FKLC0,EN_DR7,EN_DR7,EN_DR4,True,pilot-july-2018
triplet_EN1854,1s_english/18853_sliced_4068.wav,1s_english/11311_sliced_2370.wav,1s_english/2563_sliced_3946.wav,188,188,3347,EN,EN,EN,False,zerospeech
EN_TRIP8824_1,EN2269.wav,EN1991.wav,EN1034.wav,EN-participant7,EN-participant7,EN-participant4,EN,EN,EN,True,WorldVowels
BR_TRIP47289_0,BR332.wav,BR416.wav,BR23.wav,BR-participant4,BR-participant4,BR-participant2,BR,BR,BR,False,WorldVowels
triplet_EN102,1s_english/14660_sliced_3644.wav,1s_english/20475_sliced_2966.wav,1s_english/18493_sliced_1970.wav,8824,8824,8193,EN,EN,EN,False,zerospeech
triplet_EN1674,1s_english/5422_sliced_5821.wav,1s_english/12755_sliced_4063.wav,1s_english/24941_sliced_3433.wav,6895,6895,3347,EN,EN,EN,False,zerospeech
triplet_00000015274,TRAIN/DR1/MRSO0/SX129_sliced_75.wav,TRAIN/DR1/MRSO0/SX219_sliced_243.wav,TRAIN/DR6/MBMA1/SI2214_sliced_411.wav,MRSO0,MRSO0,MBMA1,EN_DR1,EN_DR1,EN_DR6,True,pilot-july-2018
triplet_FR685,1s_french/18313_sliced_797.wav,1s_french/12723_sliced_2350.wav,1s_french/7737_sliced_52.wav,M08_N,M08_N,F02_N,FR,FR,FR,True,zerospeech
BR_TRIP17821_0,BR463.wav,BR526.wav,BR393.wav,BR-participant3,BR-participant3,BR-participant4,BR,BR,BR,False,WorldVowels
triplet_FR1769,1s_french/1252_sliced_1440.wav,1s_french/14521_sliced_416.wav,1s_french/18909_sliced_432.wav,F03_O,F03_O,F06_O,FR,FR,FR,True,zerospeech
EN_TRIP12389_1,EN2530.wav,EN2310.wav,EN1240.wav,EN-participant5,EN-participant5,EN-participant3,EN,EN,EN,True,WorldVowels
triplet_FR2296,1s_french/2156_sliced_25.wav,1s_french/3265_sliced_59.wav,1s_french/9711_sliced_24.wav,F01_O,F01_O,F02_N,FR,FR,FR,False,zerospeech
FR_TRIP12444_0,FR1847.wav,FR2004.wav,FR2642.wav,FR-participant3,FR-participant3,FR-participant1,FR,FR,FR,False,WorldVowels
triplet_EN1172,1s_english/10992_sliced_4210.wav,1s_english/4028_sliced_4216.wav,1s_english/12648_sliced_2078.wav,5802,5802,1571,EN,EN,EN,False,zerospeech
triplet_FR2836,1s_french/19115_sliced_1322.wav,1s_french/8268_sliced_1351.wav,1s_french/3680_sliced_120.wav,M08_N,M08_N,F10_O,FR,FR,FR,False,zerospeech
triplet_FR1992,1s_french/17155_sliced_2335.wav,1s_french/7776_sliced_1673.wav,1s_french/19631_sliced_455.wav,M08_N,M08_N,F01_N,FR,FR,FR,False,zerospeech
EN_TRIP24278_1,EN749.wav,EN700.wav,EN2386.wav,EN-participant2,EN-participant2,EN-participant5,EN,EN,EN,True,WorldVowels
triplet_EN341,1s_english/6144_sliced_1955.wav,1s_english/24378_sliced_215.wav,1s_english/157_sliced_2589.wav,5189,5189,8824,EN,EN,EN,True,zerospeech
triplet_FR1542,1s_french/18054_sliced_1772.wav,1s_french/2401_sliced_2383.wav,1s_french/6000_sliced_540.wav,F01_N,F01_N,M07_O,FR,FR,FR,False,zerospeech
triplet_EN26,1s_english/1826_sliced_99.wav,1s_english/17114_sliced_1888.wav,1s_english/18461_sliced_97.wav,2294,2294,4926,EN,EN,EN,False,zerospeech
triplet_EN1330,1s_english/12571_sliced_4561.wav,1s_english/1405_sliced_4562.wav,1s_english/15138_sliced_501.wav,8824,8824,5802,EN,EN,EN,False,zerospeech
triplet_FR1830,1s_french/521_sliced_1567.wav,1s_french/5988_sliced_1566.wav,1s_french/4420_sliced_182.wav,M07_N,M07_N,M01_O,FR,FR,FR,False,zerospeech
GR_TRIP16752_1,GR387.wav,GR430.wav,GR258.wav,GR-participant3,GR-participant3,GR-participant4,GR,GR,GR,True,WorldVowels
ES_TRIP18113_1,ES331.wav,ES351.wav,ES211.wav,ES-participant5,ES-participant5,ES-participant3,ES,ES,ES,True,WorldVowels
TU_TRIP8058_1,TU23.wav,TU46.wav,TU86.wav,TU-participant2,TU-participant2,TU-participant4,TU,TU,TU,True,WorldVowels
triplet_FR1348,1s_french/20121_sliced_2887.wav,1s_french/11293_sliced_2888.wav,1s_french/7227_sliced_2701.wav,F02_O,F02_O,F01_O,FR,FR,FR,False,zerospeech
triplet_FR2452,1s_french/1640_sliced_1683.wav,1s_french/8270_sliced_1483.wav,1s_french/15000_sliced_208.wav,F01_N,F01_N,F06_N,FR,FR,FR,False,zerospeech
triplet_EN1125,1s_english/17503_sliced_1638.wav,1s_english/8677_sliced_3871.wav,1s_english/9509_sliced_793.wav,188,188,4926,EN,EN,EN,True,zerospeech
triplet_EN2097,1s_english/20300_sliced_4230.wav,1s_english/11244_sliced_4266.wav,1s_english/1162_sliced_4818.wav,8824,8824,1571,EN,EN,EN,True,zerospeech
triplet_EN468,1s_english/17794_sliced_3454.wav,1s_english/1387_sliced_3247.wav,1s_english/8690_sliced_3123.wav,5189,5189,6509,EN,EN,EN,False,zerospeech
GR_TRIP23226_1,GR440.wav,GR509.wav,GR677.wav,GR-participant3,GR-participant3,GR-participant5,GR,GR,GR,True,WorldVowels
triplet_FR747,1s_french/14306_sliced_138.wav,1s_french/3018_sliced_50.wav,1s_french/2568_sliced_1915.wav,F06_N,F06_N,M10_N,FR,FR,FR,True,zerospeech
